,Year,Team,Cmp %,Yds/Att,Rate,1st%,Win_loss_perc,Points_diff,Yds_per_play_offense,Score_pct,Turnover_pct,TD_to_Turnover_Rate,Sacks_taken_per_game,Penalties_per_game,Turnovers_per_game,Big_Plays,Big_Plays_per_game,Big_plays_per_game
387,2022,Bills,62.9,7.5,95.8,36.9,0.813,169,6.1,45.0,5.7,1.3,2.06,5.75,1.69,63,3.94,3.94
388,2022,Broncos,60.4,7.0,81.2,29.1,0.294,-72,5.1,28.6,12.4,0.75,3.71,6.65,1.41,67,3.94,3.94
389,2022,Browns,62.0,6.9,84.9,33.7,0.412,-20,5.3,34.6,15.2,0.9,2.59,6.0,1.24,49,2.88,2.88
390,2022,Buccaneers,66.4,6.3,89.8,32.0,0.471,-45,5.1,32.0,9.6,1.18,1.29,5.82,1.29,58,3.41,3.41
391,2022,Cardinals,65.2,6.0,79.2,28.5,0.235,-109,4.8,32.1,8.2,0.68,2.71,6.94,1.47,43,2.53,2.53
392,2022,Chargers,68.2,6.7,93.3,32.6,0.588,7,5.3,38.1,7.1,1.37,2.29,4.76,1.12,57,3.35,3.35
393,2022,Chiefs,66.8,8.1,104.7,41.8,0.824,127,6.4,46.4,15.1,1.78,1.53,5.12,1.35,86,5.06,5.06
394,2022,Colts,65.9,6.4,79.2,32.0,0.265,-138,4.8,29.2,14.0,0.5,3.53,5.24,2.0,45,2.65,2.65
395,2022,Commanders,62.1,6.8,84.7,33.2,0.5,-22,4.9,29.4,18.0,1.04,2.82,5.41,1.35,56,3.29,3.29
396,2022,Cowboys,63.8,7.0,87.9,34.9,0.706,125,5.4,41.5,15.3,1.22,1.59,6.12,1.35,55,3.24,3.24
397,2022,Dolphins,63.0,8.2,95.0,37.7,0.529,-2,6.1,38.8,11.6,1.43,2.06,6.53,1.24,76,4.47,4.47
398,2022,Eagles,65.3,8.1,99.0,36.4,0.824,133,5.9,42.5,11.1,1.32,2.59,5.29,1.12,76,4.47,4.47
399,2022,Falcons,61.9,7.0,87.7,35.7,0.412,-21,5.4,39.5,14.8,0.81,2.18,4.0,1.24,42,2.47,2.47
400,2022,Giants,66.5,6.6,91.1,32.7,0.559,-6,5.2,37.3,11.3,1.06,2.88,6.24,0.94,33,1.94,1.94
401,2022,Jaguars,66.1,7.0,93.9,34.9,0.529,54,5.7,39.2,9.8,1.14,1.65,5.29,1.29,58,3.41,3.41
402,2022,Jets,56.9,6.4,75.0,30.5,0.412,-20,5.0,29.9,9.6,0.65,2.47,5.35,1.35,57,3.35,3.35
403,2022,Lions,65.1,7.6,99.3,38.8,0.529,26,5.9,43.2,8.9,1.93,1.41,5.29,0.88,69,4.06,4.06
404,2022,Packers,64.6,6.9,91.9,33.0,0.471,-1,5.5,36.2,12.3,1.23,1.88,5.24,1.29,62,3.65,3.65
405,2022,Panthers,58.4,7.1,80.2,30.2,0.412,-27,5.3,35.3,17.2,0.76,2.12,6.12,1.24,61,3.59,3.59
406,2022,Patriots,66.3,7.1,87.7,30.7,0.471,17,5.3,32.8,8.6,0.83,2.41,6.12,1.35,66,3.88,3.88
407,2022,Raiders,61.3,7.1,86.7,32.9,0.353,-23,5.7,42.4,10.3,1.33,2.06,6.65,1.24,68,4.0,4.0
408,2022,Rams,65.4,6.6,82.3,34.1,0.294,-77,4.8,33.5,10.2,0.7,3.47,4.47,1.35,42,2.47,2.47
409,2022,Ravens,61.5,6.6,82.5,30.5,0.588,35,5.5,38.9,13.7,0.9,2.24,4.82,1.24,39,2.29,2.29
410,2022,Saints,66.0,7.8,93.6,35.4,0.412,-15,5.6,31.7,10.4,0.96,2.24,5.82,1.47,58,3.41,3.41
411,2022,Seahawks,69.6,7.5,100.0,36.0,0.529,6,5.7,40.6,8.6,1.3,2.71,6.24,1.35,56,3.29,3.29
412,2022,Steelers,63.8,6.4,78.7,33.1,0.529,-38,4.9,35.0,14.0,0.63,2.24,5.53,1.12,47,2.76,2.76
413,2022,Texans,60.8,6.3,76.8,27.5,0.206,-131,4.7,28.8,16.2,0.71,2.24,5.18,1.65,62,3.65,3.65
414,2022,Titans,62.5,7.1,85.3,33.6,0.412,-61,5.1,27.9,14.4,0.7,2.88,6.53,1.35,52,3.06,3.06
415,2022,Vikings,66.7,7.2,93.1,36.3,0.765,-3,5.5,36.0,9.3,1.3,2.76,5.18,1.35,60,3.53,3.53
416,2023,49ers,68.4,9.3,110.2,42.2,0.706,193,6.6,45.3,9.7,1.83,2.0,5.94,1.06,90,5.29,5.29
417,2023,Bears,62.6,6.7,82.2,32.9,0.412,-19,5.0,38.0,17.4,0.76,2.94,5.82,1.47,53,3.12,3.12
418,2023,Bengals,68.3,6.9,93.0,33.8,0.529,-18,5.2,34.6,13.3,1.69,2.94,4.47,0.94,56,3.29,3.29
419,2023,Bills,66.5,7.4,92.2,34.4,0.647,140,5.7,41.4,4.9,1.04,1.41,6.24,1.65,58,3.41,3.41
420,2023,Broncos,65.7,7.0,96.7,30.0,0.471,-56,5.0,34.9,11.6,1.27,3.06,5.82,1.29,57,3.35,3.35
421,2023,Browns,56.9,6.4,73.7,27.7,0.647,34,4.8,32.9,10.5,0.65,2.65,6.76,2.18,68,4.0,4.0
422,2023,Buccaneers,64.1,7.1,94.2,33.1,0.529,23,5.1,35.5,6.3,1.56,2.35,5.88,1.06,72,4.24,4.24
423,2023,Cardinals,64.0,6.2,82.9,31.2,0.235,-125,5.2,35.0,10.7,1.0,2.47,5.94,1.06,41,2.41,2.41
424,2023,Chargers,64.7,6.8,91.8,32.3,0.294,-52,5.1,34.7,18.2,1.14,2.53,4.65,1.24,62,3.65,3.65
425,2023,Chiefs,66.3,6.9,89.6,34.0,0.647,77,5.5,39.3,9.0,1.0,1.65,5.65,1.65,60,3.53,3.53
426,2023,Colts,61.8,6.8,85.0,31.0,0.529,-19,5.2,35.7,12.2,0.82,2.41,5.59,1.29,56,3.29,3.29
427,2023,Commanders,64.0,6.6,81.6,29.9,0.235,-189,5.0,29.4,11.2,0.75,3.82,5.12,1.88,53,3.12,3.12
428,2023,Cowboys,69.7,7.6,104.6,37.3,0.706,194,5.6,50.3,8.7,2.25,2.35,6.76,0.94,71,4.18,4.18
429,2023,Dolphins,69.4,8.3,101.2,39.4,0.647,105,6.5,43.5,11.1,1.2,1.82,5.71,1.47,71,4.18,4.18
430,2023,Eagles,65.5,7.2,89.2,35.0,0.647,5,5.4,42.9,13.0,0.86,2.29,5.59,1.65,57,3.35,3.35
431,2023,Falcons,61.7,7.1,80.5,34.2,0.412,-52,5.2,32.1,12.7,0.61,2.35,4.94,1.65,56,3.29,3.29
432,2023,Giants,65.2,6.5,83.4,27.2,0.353,-141,4.5,23.6,11.4,0.79,5.0,5.24,1.12,51,3.0,3.0
433,2023,Jaguars,66.4,7.1,89.3,32.1,0.529,6,5.2,35.4,9.8,0.73,2.41,4.88,1.76,61,3.59,3.59
434,2023,Jets,59.2,5.6,70.5,26.0,0.412,-87,4.3,26.0,6.8,0.33,3.76,7.29,1.94,40,2.35,2.35
435,2023,Lions,67.3,7.6,98.1,37.6,0.706,66,5.9,40.6,9.1,1.3,1.82,5.71,1.35,79,4.65,4.65
436,2023,Packers,64.4,7.2,96.4,36.3,0.529,33,5.6,39.7,9.0,1.78,1.76,6.18,1.06,63,3.71,3.71
437,2023,Panthers,59.7,5.5,75.2,25.6,0.118,-180,4.1,25.0,14.0,0.65,3.82,6.06,1.18,36,2.12,2.12
438,2023,Patriots,63.0,6.1,73.8,27.5,0.235,-130,4.6,20.2,17.8,0.55,2.82,5.24,1.71,38,2.24,2.24
439,2023,Raiders,62.5,6.6,80.1,32.7,0.471,1,4.9,31.8,7.2,0.83,2.35,4.41,1.41,40,2.35,2.35
440,2023,Rams,61.9,7.4,90.0,35.3,0.588,27,5.6,41.1,14.2,1.44,2.0,5.24,1.06,72,4.24,4.24
441,2023,Ravens,66.4,7.9,102.5,36.4,0.765,203,5.9,43.1,9.9,1.42,2.41,6.0,1.12,61,3.59,3.59
442,2023,Saints,67.0,7.0,94.8,32.8,0.529,75,5.1,36.6,14.8,1.56,2.06,5.65,1.06,63,3.71,3.71
443,2023,Seahawks,64.5,7.2,90.7,32.9,0.529,-38,5.5,38.8,14.5,1.35,2.24,6.53,1.0,62,3.65,3.65
444,2023,Steelers,63.8,6.8,84.6,30.2,0.588,-20,5.0,29.9,8.5,0.81,2.12,5.06,0.94,50,2.94,2.94
445,2023,Texans,62.8,7.7,96.2,36.3,0.588,24,5.4,37.2,11.4,1.93,2.76,6.71,0.82,79,4.65,4.65
446,2023,Titans,61.5,7.1,83.2,32.0,0.353,-62,4.9,32.6,13.6,0.7,3.76,6.47,1.18,64,3.76,3.76
447,2023,Vikings,67.2,7.4,92.4,34.9,0.412,-18,5.5,34.1,7.5,0.88,2.76,5.24,2.0,81,4.76,4.76
